,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1259,1260,600246,万通发展,6.74,-0.44,-0.03,132095.0,89410697.0,2.22,6.85,6.7,6.77,6.77,0.8,0.64,-41.43,2.27,13844022695.0,13844022695.0,0.15,0.3,-33.79,7.15
1260,1261,688390,固德威,358.38,-0.45,-1.61,13453.0,483300900.0,2.73,362.32,352.48,356.01,359.99,1.04,1.67,120.35,23.69,44152416000.0,28934884440.0,-0.31,-0.26,15.98,10.92
1261,1262,603037,凯众股份,17.8,-0.45,-0.08,11363.0,20381439.0,1.96,18.1,17.75,17.93,17.88,1.2,1.08,27.1,2.23,1867244030.0,1867244030.0,0.0,-0.06,6.02,10.7
1262,1263,603976,正川股份,22.24,-0.45,-0.1,8640.0,19256605.0,1.7,22.5,22.12,22.37,22.34,0.82,0.57,59.52,2.96,3362730501.0,3362730501.0,0.04,-0.04,-3.35,8.22
1263,1264,600200,江苏吴中,8.89,-0.45,-0.04,291579.0,260672864.0,3.25,9.1,8.81,9.0,8.93,0.74,4.12,-101.42,3.46,6332558866.0,6296471663.0,0.11,0.11,19.01,16.21
1264,1265,603227,雪峰科技,8.88,-0.45,-0.04,72257.0,64553317.0,2.02,9.03,8.85,8.88,8.92,0.77,1.1,17.4,2.61,8583122544.0,5849256000.0,0.0,0.0,1.25,7.12
1265,1266,688033,天宜上佳,22.15,-0.45,-0.1,48163.0,106967815.0,3.6,22.7,21.9,22.35,22.25,0.81,1.07,75.28,2.48,12434312186.0,9965942589.0,-0.05,0.0,-5.9,1.75
1266,1267,601333,广深铁路,2.19,-0.45,-0.01,268491.0,59038190.0,0.91,2.21,2.19,2.2,2.2,0.77,0.48,-11.71,0.59,15512946030.0,12378399030.0,-0.45,-0.45,7.35,-3.52
1267,1268,600599,ST熊猫,13.09,-0.46,-0.06,11895.0,15560633.0,1.44,13.21,13.02,13.05,13.15,0.84,0.72,22.86,2.83,2172940000.0,2172940000.0,0.0,0.15,22.22,-6.43
1268,1269,600518,ST康美,2.18,-0.46,-0.01,559039.0,122213142.0,1.37,2.2,2.17,2.18,2.19,0.77,0.41,-25.59,3.35,30223229384.0,29676183269.0,0.0,0.0,6.86,-0.91
1269,1270,688696,极米科技,202.67,-0.46,-0.93,6272.0,127985688.0,2.89,207.88,202.0,203.11,203.6,0.7,1.39,32.28,4.76,14186900000.0,9128746856.0,0.0,-0.02,2.38,21.94
1270,1271,601019,山东出版,6.53,-0.46,-0.03,58561.0,38551146.0,1.98,6.66,6.53,6.6,6.56,0.97,0.28,9.0,1.07,13627457000.0,13627457000.0,0.0,-0.31,2.51,3.98
1271,1272,600609,金杯汽车,4.34,-0.46,-0.02,50837.0,22175004.0,1.83,4.4,4.32,4.35,4.36,0.8,0.47,32.15,6.23,5690610422.0,4742175353.0,0.0,0.0,-3.13,3.83
1272,1273,600468,百利电气,4.32,-0.46,-0.02,73013.0,31816913.0,2.3,4.41,4.31,4.35,4.34,0.97,0.67,35.92,2.42,4699016587.0,4699016587.0,-0.23,-0.23,2.61,7.2
1273,1274,603666,亿嘉和,40.66,-0.47,-0.19,19408.0,78928759.0,2.28,41.21,40.28,40.73,40.85,0.69,0.94,339.02,3.25,8454868862.0,8379372187.0,-0.15,-0.1,2.75,27.9
1274,1275,603588,高能环境,10.7,-0.47,-0.05,103334.0,111253552.0,1.4,10.85,10.7,10.85,10.75,1.26,0.7,20.32,1.85,16323052037.0,15897451930.0,-0.09,-0.28,1.33,8.74
1275,1276,603180,金牌厨柜,36.17,-0.47,-0.17,9913.0,36229093.0,3.44,37.25,36.0,36.05,36.34,0.41,0.64,25.43,2.27,5579471422.0,5579471422.0,-0.08,0.19,31.0,26.16
1276,1277,601919,中远海控,10.57,-0.47,-0.05,536767.0,570736660.0,1.51,10.72,10.56,10.56,10.62,0.94,0.42,1.31,0.77,170125090793.0,134665066193.0,0.0,0.0,6.12,2.72
1277,1278,600177,雅戈尔,6.34,-0.47,-0.03,72740.0,46344370.0,0.94,6.4,6.34,6.37,6.37,0.83,0.16,5.25,0.8,29347244849.0,28947146469.0,-0.16,-0.16,0.96,0.16
1278,1279,688533,上声电子,58.81,-0.47,-0.28,4769.0,28140755.0,1.88,59.61,58.5,59.0,59.09,0.5,1.23,120.43,8.78,9409600000.0,2287320854.0,0.02,-0.08,3.7,2.46
1279,1280,601218,吉鑫科技,4.2,-0.47,-0.02,76057.0,32112142.0,1.9,4.27,4.19,4.22,4.22,0.82,0.78,32.09,1.49,4104912000.0,4096307019.0,0.0,0.24,-3.45,5.79
1280,1281,688425,铁建重工,4.16,-0.48,-0.02,120787.0,50379810.0,1.2,4.2,4.15,4.19,4.18,0.56,0.84,11.86,1.47,22187347520.0,6003353387.0,0.0,0.24,4.52,5.32
1281,1282,601512,中新集团,8.29,-0.48,-0.04,20231.0,16833093.0,1.08,8.36,8.27,8.32,8.33,0.74,0.13,9.02,0.97,12425798100.0,12425798100.0,-0.12,0.0,0.12,3.75
1282,1283,603028,赛福天,10.35,-0.48,-0.05,33011.0,34276760.0,2.12,10.51,10.29,10.3,10.4,0.65,1.15,108.96,3.79,2970864000.0,2970864000.0,-0.19,-0.19,13.74,12.13
1283,1284,600711,盛屯矿业,6.2,-0.48,-0.03,372585.0,232205650.0,1.44,6.28,6.19,6.21,6.23,1.13,1.19,18.83,1.26,19475460336.0,19353159136.0,-0.32,-0.16,0.98,5.26
1284,1285,688129,东来技术,14.44,-0.48,-0.07,3222.0,4673147.0,2.27,14.68,14.35,14.43,14.51,0.85,0.78,60.7,2.01,1732800000.0,598249200.0,0.0,0.14,4.79,10.14
1285,1286,600089,特变电工,20.53,-0.48,-0.1,287965.0,595065534.0,1.65,20.82,20.48,20.66,20.63,0.79,0.74,5.41,1.6,79768610944.0,79768610944.0,0.05,0.05,-4.78,2.24
1286,1287,688029,南微医学,88.07,-0.49,-0.43,16072.0,142771083.0,2.84,90.2,87.69,88.5,88.5,1.11,0.86,54.66,5.32,16540553697.0,16540553697.0,0.14,0.09,-0.6,7.23
1287,1288,601929,吉视传媒,2.04,-0.49,-0.01,463958.0,95406984.0,2.44,2.08,2.03,2.05,2.05,0.95,1.41,-57.36,0.96,6734620519.0,6734620519.0,0.0,0.0,4.08,5.15
1288,1289,603688,石英股份,118.21,-0.5,-0.59,28733.0,342649962.0,2.46,120.95,118.03,118.8,118.8,0.75,0.8,56.21,15.35,42706569064.0,42706569064.0,0.01,0.09,-2.43,-9.98
1289,1290,688166,博瑞医药,23.89,-0.5,-0.12,21244.0,51059835.0,2.42,24.39,23.81,24.14,24.01,0.54,0.52,38.3,4.79,10092690713.0,9794902676.0,0.13,0.0,3.55,5.85
1290,1291,688195,腾景科技,25.75,-0.5,-0.13,13602.0,35272516.0,2.43,26.24,25.61,25.9,25.88,0.75,1.69,57.05,3.79,3330762500.0,2073567675.0,0.16,0.27,-3.74,12.64
1291,1292,600210,紫江企业,5.92,-0.5,-0.03,325952.0,193524736.0,3.03,6.04,5.86,5.95,5.95,0.74,2.15,15.57,1.6,8979078055.0,8979078055.0,0.51,0.34,11.91,18.4
1292,1293,605178,时空科技,19.41,-0.51,-0.1,5642.0,11050272.0,2.26,19.79,19.35,19.52,19.51,1.05,0.91,-11.93,1.01,1926473556.0,1205031244.0,-0.05,-0.1,-3.14,6.36
1293,1294,601366,利群股份,5.81,-0.51,-0.03,17381.0,10120943.0,1.2,5.87,5.8,5.82,5.84,0.66,0.21,209.51,1.19,4936950845.0,4845825614.0,-0.17,0.17,-0.68,-7.19
1294,1295,605122,四方新材,15.45,-0.52,-0.08,5954.0,9236242.0,1.55,15.64,15.4,15.46,15.53,0.65,1.01,39.42,1.13,2662869300.0,906513300.0,0.06,0.13,-4.63,5.25
1295,1296,688092,爱科科技,26.9,-0.52,-0.14,5694.0,15450990.0,2.26,27.46,26.85,27.18,27.04,1.1,2.17,29.02,3.02,1595135864.0,707025074.0,0.04,-0.19,-2.54,15.85
1296,1297,600150,中国船舶,23.03,-0.52,-0.12,309331.0,713047912.0,1.64,23.25,22.87,23.0,23.15,0.89,1.27,52.8,2.18,103000034297.0,56269377805.0,0.0,0.09,-8.9,3.37
1297,1298,603618,杭电股份,5.73,-0.52,-0.03,37262.0,21464019.0,2.08,5.83,5.71,5.77,5.76,0.67,0.54,28.2,1.51,3959750989.0,3959750989.0,-0.17,0.0,-1.55,8.94
1298,1299,600626,申达股份,3.81,-0.52,-0.02,74363.0,28484393.0,1.83,3.87,3.8,3.85,3.83,0.91,0.87,-22.15,1.37,4221398885.0,3247229914.0,0.26,0.0,2.97,5.83
1299,1300,600495,晋西车轴,3.81,-0.52,-0.02,99897.0,38267591.0,1.57,3.86,3.8,3.83,3.83,0.8,0.83,2486.63,1.43,4603207276.0,4603207276.0,0.0,0.0,-1.3,7.32
1300,1301,605196,华通线缆,7.61,-0.52,-0.04,99130.0,76220647.0,2.35,7.78,7.6,7.66,7.65,0.91,3.06,17.32,1.62,3892074366.0,2464659056.0,0.0,0.0,0.4,9.03
1301,1302,600371,万向德农,13.3,-0.52,-0.07,56340.0,74997078.0,1.72,13.43,13.2,13.37,13.37,0.41,1.93,52.85,6.99,3891287400.0,3891287400.0,0.0,0.08,8.66,-6.07
1302,1303,600162,香江控股,1.9,-0.52,-0.01,127023.0,24281921.0,1.57,1.93,1.9,1.91,1.91,0.63,0.39,33.22,0.89,6210032432.0,6210032432.0,0.0,-0.52,3.83,1.6
1303,1304,605365,立达信,17.04,-0.53,-0.09,12485.0,21479649.0,2.69,17.49,17.03,17.19,17.13,0.77,2.18,13.53,2.58,8578788000.0,975838200.0,-0.06,-0.06,-4.0,5.97
1304,1305,688016,心脉医疗,205.16,-0.53,-1.09,4322.0,88654685.0,2.17,207.8,203.33,205.51,206.25,0.65,0.6,36.81,8.89,14767036639.0,14767036639.0,0.08,0.46,1.87,8.53
1305,1306,603726,朗迪集团,13.06,-0.53,-0.07,13881.0,18255616.0,2.21,13.31,13.02,13.23,13.13,0.93,0.75,21.04,2.2,2424604672.0,2424604672.0,0.08,0.0,-8.8,9.2
1306,1307,688505,复旦张江,9.29,-0.54,-0.05,19125.0,17870641.0,1.61,9.43,9.28,9.31,9.34,0.75,0.71,194.7,4.31,9559410000.0,2495685090.0,0.0,-0.11,-5.49,11.26
1307,1308,605007,五洲特纸,18.5,-0.54,-0.1,46414.0,85807094.0,4.03,18.9,18.15,18.68,18.6,0.72,5.62,24.79,3.59,7404072590.0,1527556156.0,-0.48,-0.43,4.88,-1.86
1308,1309,600893,航发动力,44.36,-0.54,-0.24,115567.0,514423341.0,1.91,44.95,44.1,44.6,44.6,0.86,0.47,91.59,3.1,118245760398.0,109568305481.0,0.02,0.02,-0.96,4.92
1309,1310,600081,东风科技,11.08,-0.54,-0.06,21240.0,23737246.0,2.15,11.32,11.08,11.14,11.14,0.8,0.68,55.42,1.66,5212241467.0,3474244800.0,-0.09,-0.18,4.63,7.47
1310,1311,688528,秦川物联,11.06,-0.54,-0.06,5607.0,6264623.0,2.97,11.35,11.02,11.1,11.12,0.78,1.08,1355.11,2.48,1858080000.0,574312620.0,-0.09,0.18,3.75,8.54
1311,1312,688089,嘉必优,52.83,-0.55,-0.29,9723.0,51732996.0,2.13,53.75,52.62,52.62,53.12,0.86,1.49,61.06,4.44,6339600000.0,3446350839.0,0.06,0.34,16.08,16.57
1312,1313,600743,华远地产,1.81,-0.55,-0.01,133755.0,24379907.0,1.65,1.84,1.81,1.82,1.82,0.85,0.57,-7.56,0.61,4246442582.0,4246442582.0,-0.55,0.0,-8.59,-4.23
1313,1314,688786,悦安新材,50.22,-0.55,-0.28,3973.0,19993207.0,2.16,50.99,49.9,50.49,50.5,0.54,0.76,40.63,6.76,4290836976.0,2627336639.0,-0.12,-0.32,2.18,21.1
1314,1315,600115,中国东航,5.38,-0.55,-0.03,362656.0,196739383.0,2.77,5.52,5.37,5.41,5.41,0.93,0.32,-3.2,3.13,119927175547.0,60270695072.0,0.0,0.0,5.08,-2.71
1315,1316,601528,瑞丰银行,7.17,-0.55,-0.04,77954.0,56071358.0,1.25,7.24,7.15,7.21,7.21,0.6,1.28,7.04,0.72,10822074769.0,4351288853.0,-0.14,-0.14,7.98,13.63
1316,1317,603978,深圳新星,23.27,-0.56,-0.13,58663.0,135365148.0,3.38,23.55,22.76,23.15,23.4,1.15,3.53,134.5,2.29,3861700085.0,3861700085.0,0.43,0.47,6.84,25.58
1317,1318,603318,水发燃气,8.93,-0.56,-0.05,80538.0,72237040.0,1.56,9.04,8.9,8.92,8.98,0.81,2.13,80.44,2.56,4146868089.0,3375639614.0,-0.11,0.0,-16.54,4.57
1318,1319,603898,好莱客,12.48,-0.56,-0.07,17811.0,22500552.0,2.95,12.83,12.46,12.49,12.55,0.6,0.57,7.65,1.34,3884815584.0,3884815584.0,0.0,0.08,4.44,10.25
1319,1320,605198,安德利,21.37,-0.56,-0.12,101022.0,226907895.0,11.77,23.64,21.11,22.03,21.49,3.72,12.06,31.61,3.24,7644049000.0,1789652875.0,0.56,0.38,9.48,13.67
1320,1321,600221,海航控股,1.78,-0.56,-0.01,799972.0,142974859.0,1.12,1.8,1.78,1.78,1.79,0.75,0.24,-2.77,-53.42,76923825912.0,58513364448.0,-0.56,-0.56,9.88,-4.3
1321,1322,600824,益民集团,3.55,-0.56,-0.02,44411.0,15837477.0,1.96,3.61,3.54,3.57,3.57,0.71,0.42,-1104.61,1.42,3741796109.0,3741796109.0,0.28,0.0,1.43,-9.67
1322,1323,603315,福鞍股份,17.62,-0.56,-0.1,15407.0,27200462.0,2.93,17.92,17.4,17.72,17.72,1.16,0.5,118.0,3.78,5409802772.0,5409802772.0,0.0,-0.17,-2.0,3.04
1323,1324,603708,家家悦,12.3,-0.57,-0.07,44369.0,55024338.0,2.91,12.62,12.26,12.39,12.37,0.67,0.73,29.95,3.31,7483348536.0,7483348536.0,0.24,0.0,10.91,-2.3
1324,1325,601211,国泰君安,14.02,-0.57,-0.08,200807.0,283000738.0,1.21,14.18,14.01,14.1,14.1,1.0,0.27,10.85,0.79,124871551142.0,104484382344.0,0.0,0.0,0.43,3.16
1325,1326,600863,内蒙华电,3.49,-0.57,-0.02,471945.0,165755975.0,1.71,3.54,3.48,3.51,3.51,0.57,0.72,10.96,1.59,22778838460.0,22778838460.0,0.0,0.0,-6.43,0.0
1326,1327,605005,合兴股份,17.42,-0.57,-0.1,17926.0,31319649.0,2.8,17.73,17.24,17.41,17.52,1.19,3.5,43.63,4.57,7040057830.0,893089448.0,-0.29,-0.06,4.31,14.76
1327,1328,688210,统联精密,26.05,-0.57,-0.15,10031.0,26562408.0,3.24,26.85,26.0,26.17,26.2,0.78,1.38,32.71,2.47,2917600000.0,1900003614.0,0.0,-0.38,-2.36,18.03
1328,1329,600729,重庆百货,24.25,-0.57,-0.14,22447.0,54815456.0,2.99,24.83,24.1,24.27,24.39,1.03,0.56,8.8,1.92,9858315276.0,9743564276.0,0.04,0.17,10.63,2.54
1329,1330,600595,中孚实业,3.46,-0.57,-0.02,81686.0,28424838.0,2.01,3.52,3.45,3.48,3.48,0.56,0.21,9.03,1.14,13889263874.0,13571670474.0,-0.29,0.0,7.12,15.33
1330,1331,600106,重庆路桥,5.19,-0.57,-0.03,103110.0,53716183.0,1.34,5.25,5.18,5.24,5.22,0.64,0.78,37.09,1.57,6897640072.0,6897640072.0,-0.19,0.0,-6.32,4.64
1331,1332,688339,亿华通-U,94.6,-0.58,-0.55,17694.0,168934764.0,3.8,97.76,94.14,94.88,95.15,0.75,2.18,-88.63,4.64,11180758580.0,7692984101.0,-0.06,0.02,6.89,27.84
1332,1333,600390,五矿资本,5.16,-0.58,-0.03,207398.0,107713064.0,1.93,5.25,5.15,5.19,5.19,0.8,0.46,8.72,0.57,23210017768.0,23210017768.0,0.0,0.0,7.5,1.57
1333,1334,601066,中信建投,25.76,-0.58,-0.15,133871.0,347447177.0,1.7,26.15,25.71,25.77,25.91,0.85,0.35,23.28,2.94,199812457971.0,98180685584.0,-0.04,0.0,-2.05,8.46
1334,1335,603969,银龙股份,5.15,-0.58,-0.03,88936.0,46050225.0,1.93,5.23,5.13,5.16,5.18,0.84,1.06,33.83,2.06,4331150000.0,4331150000.0,-0.19,-0.19,-4.1,4.67
1335,1336,603360,百傲化学,17.0,-0.58,-0.1,17823.0,30499407.0,1.29,17.22,17.0,17.18,17.1,0.63,0.7,9.83,3.16,4402184000.0,4342112800.0,-0.18,-0.18,-2.02,-3.24
1336,1337,688393,安必平,26.96,-0.59,-0.16,12338.0,33496424.0,3.54,27.84,26.88,27.0,27.12,0.55,2.04,43.24,2.05,2516446400.0,1633010336.0,-0.41,-0.19,11.91,22.55
1337,1338,688681,科汇股份,16.78,-0.59,-0.1,16728.0,27880335.0,2.84,16.88,16.4,16.79,16.88,0.88,2.55,-499.5,3.08,1756362600.0,1102163844.0,0.18,0.48,14.07,31.5
1338,1339,603335,迪生力,6.71,-0.59,-0.04,36500.0,24629544.0,1.93,6.81,6.68,6.75,6.75,0.59,0.85,543.52,5.17,2872850266.0,2872850266.0,0.15,0.15,-8.21,8.23
1339,1340,601789,宁波建工,5.02,-0.59,-0.03,452788.0,227879216.0,2.57,5.11,4.98,5.07,5.05,0.62,4.17,18.07,1.36,5455728922.0,5455728922.0,0.0,0.0,9.85,16.2
1340,1341,600572,康恩贝,5.02,-0.59,-0.03,573500.0,290443192.0,2.97,5.14,4.99,5.03,5.05,1.27,2.24,42.19,1.9,12901587341.0,12867743239.0,0.2,0.2,8.66,6.13
1341,1342,601236,红塔证券,8.36,-0.59,-0.05,388836.0,329921864.0,3.92,8.67,8.34,8.45,8.41,1.09,0.82,1168.4,1.72,39432345523.0,39432345523.0,-0.12,0.0,4.76,12.97
1342,1343,688130,晶华微,46.8,-0.59,-0.28,6699.0,31130866.0,3.91,47.7,45.86,47.7,47.08,0.77,4.32,56.06,2.34,3115008000.0,724954230.0,1.83,1.81,-8.56,10.04
1343,1344,688217,睿昂基因,48.2,-0.6,-0.29,7637.0,36851226.0,2.45,48.89,47.7,48.4,48.49,0.62,2.09,54.86,2.87,2678814292.0,1762776570.0,0.44,0.08,9.87,36.35
1344,1345,600603,广汇物流,8.31,-0.6,-0.05,64231.0,53594998.0,1.91,8.43,8.27,8.3,8.36,0.57,0.51,62.79,1.89,10427561239.0,10427561239.0,-0.24,-0.24,6.13,1.59
1345,1346,600537,亿晶光电,8.31,-0.6,-0.05,347829.0,294570747.0,4.55,8.69,8.31,8.47,8.36,0.76,2.96,154.89,4.15,9912660517.0,9775545517.0,-0.12,-0.36,29.64,48.92
1346,1347,600956,新天绿能,9.97,-0.6,-0.06,42850.0,42960716.0,1.3,10.1,9.97,10.02,10.03,0.83,1.48,18.79,2.22,41745317938.0,2883796817.0,-0.1,-0.2,-3.95,3.42
1347,1348,603192,汇得科技,21.55,-0.6,-0.13,8397.0,18195264.0,1.8,21.9,21.51,21.57,21.68,0.68,0.61,35.28,2.14,2988266674.0,2988266674.0,0.0,-0.19,4.36,-4.6
1348,1349,601928,凤凰传媒,8.28,-0.6,-0.05,84952.0,70603890.0,2.04,8.41,8.24,8.33,8.33,0.59,0.33,9.1,1.27,21071772000.0,21071772000.0,0.24,0.24,8.38,4.55
1349,1350,600238,海南椰岛,14.9,-0.6,-0.09,357207.0,536770126.0,5.0,15.42,14.67,15.1,14.99,1.19,8.03,-362.27,13.89,6678180000.0,6630523542.0,0.07,0.27,42.86,-6.88
1350,1351,600195,中牧股份,14.81,-0.6,-0.09,79443.0,118647044.0,2.15,15.11,14.79,15.0,14.9,0.61,0.78,28.32,2.88,15123205731.0,15123205731.0,0.07,-0.13,3.06,27.45
1351,1352,600966,博汇纸业,8.19,-0.61,-0.05,80734.0,66327320.0,1.82,8.31,8.16,8.26,8.24,0.52,0.6,13.4,1.59,10948754719.0,10948754719.0,0.12,0.12,12.19,-7.87
1352,1353,603158,腾龙股份,8.18,-0.61,-0.05,52281.0,42954770.0,1.82,8.3,8.15,8.27,8.23,0.71,1.07,28.97,2.05,4014738323.0,4014738323.0,0.0,-0.24,2.12,15.37
1353,1354,603051,鹿山新材,63.6,-0.61,-0.39,17508.0,111053389.0,2.97,64.5,62.6,63.6,63.99,0.81,7.61,78.05,4.47,5935088400.0,1462990800.0,-0.16,-0.13,5.47,6.16
1354,1355,600215,派斯林,6.49,-0.61,-0.04,37153.0,24263391.0,2.14,6.61,6.47,6.54,6.53,0.98,0.8,60.04,2.01,3018063391.0,3018063391.0,0.0,0.0,-2.99,13.07
1355,1356,603759,海天股份,9.73,-0.61,-0.06,35569.0,34764385.0,1.94,9.89,9.7,9.8,9.79,0.65,1.82,20.94,1.95,4492924800.0,1899737781.0,0.21,0.31,4.74,8.59
1356,1357,600933,爱柯迪,24.25,-0.61,-0.15,58527.0,142367724.0,2.83,24.75,24.06,24.4,24.4,0.78,0.66,39.43,4.24,21419021050.0,21419021050.0,0.0,0.21,19.69,33.17
1357,1358,600887,伊利股份,30.69,-0.62,-0.19,315698.0,978584494.0,2.1,31.25,30.6,30.87,30.88,1.0,0.5,18.27,4.09,196382815455.0,193592181551.0,0.03,0.23,4.96,-1.0
1358,1359,603058,永吉股份,8.06,-0.62,-0.05,27534.0,22352889.0,2.34,8.24,8.05,8.05,8.11,0.74,0.66,-188.81,3.43,3377775595.0,3377775595.0,-0.37,-0.37,-0.12,10.71
1359,1360,600765,中航重机,28.92,-0.62,-0.18,165868.0,477786682.0,2.2,29.14,28.5,29.12,29.1,0.66,1.13,34.87,4.21,42571659683.0,42412273263.0,-0.03,-0.07,-10.58,-6.98
1360,1361,605258,协和电子,24.08,-0.62,-0.15,10069.0,24476322.0,3.3,24.8,24.0,24.35,24.23,0.98,2.66,46.3,1.87,2119040000.0,909983200.0,-0.33,-0.33,2.16,-4.18
1361,1362,688256,寒武纪-U,80.0,-0.62,-0.5,91714.0,736979941.0,5.2,82.42,78.23,80.81,80.5,0.65,3.79,-25.45,6.19,32065172000.0,19374851600.0,-0.42,-0.49,15.19,46.63
1362,1363,688147,微导纳米,35.2,-0.62,-0.22,33420.0,119094721.0,3.61,36.38,35.1,35.48,35.42,0.69,8.89,-3686.22,8.4,15996828637.0,1323136250.0,-0.17,-0.56,45.39,40.35
1363,1364,603313,梦百合,11.2,-0.62,-0.07,26489.0,29922159.0,2.31,11.43,11.17,11.3,11.27,0.53,0.55,41.28,1.81,5435349237.0,5435349237.0,0.0,0.18,7.18,5.66
1364,1365,688556,高测股份,73.55,-0.62,-0.46,16417.0,121359174.0,1.65,74.65,73.43,73.75,74.01,0.56,0.97,29.37,10.67,16764380948.0,12492572677.0,-0.05,-0.1,-7.92,-1.96
1365,1366,600866,星湖科技,6.39,-0.62,-0.04,80422.0,51787276.0,2.33,6.51,6.36,6.4,6.43,0.54,1.09,67.91,1.65,10616810016.0,4722332471.0,-0.31,-0.16,-9.36,7.76
1366,1367,600310,桂东电力,3.19,-0.62,-0.02,130801.0,42042607.0,1.56,3.24,3.19,3.19,3.21,0.77,1.08,-25.24,1.57,4675617203.0,3876902700.0,0.0,0.0,1.59,0.95
1367,1368,601228,广州港,3.18,-0.63,-0.02,148166.0,47303991.0,0.94,3.21,3.18,3.19,3.2,0.93,0.24,19.88,1.24,23991609696.0,19694312400.0,-0.31,0.0,0.32,0.95
1368,1369,603809,豪能股份,12.69,-0.63,-0.08,20748.0,26490195.0,2.11,12.94,12.67,12.77,12.77,0.46,0.53,22.59,2.56,4996734758.0,4946328174.0,0.0,0.08,4.36,19.27
1369,1370,601399,国机重装,3.16,-0.63,-0.02,209545.0,66578183.0,1.57,3.2,3.15,3.17,3.18,0.89,0.67,54.15,1.71,22794836612.0,9950138148.0,0.0,-0.32,-0.63,4.64
1370,1371,600416,湘电股份,20.46,-0.63,-0.13,141877.0,287268259.0,3.59,20.64,19.9,20.46,20.59,0.67,1.5,107.56,3.85,27117815865.0,19351770290.0,0.05,-0.1,2.61,8.83
1371,1372,688687,凯因科技,28.22,-0.63,-0.18,15884.0,45126710.0,2.04,28.73,28.15,28.53,28.4,0.42,1.34,52.89,2.84,4823035669.0,3335519340.0,-0.53,-0.18,23.02,24.04
1372,1373,600750,江中药业,15.66,-0.63,-0.1,88761.0,140257475.0,3.55,16.02,15.46,15.85,15.76,1.08,1.42,14.64,2.6,9859253462.0,9767141342.0,-0.13,-0.13,-0.38,8.37
1373,1374,603998,方盛制药,10.75,-0.65,-0.07,405498.0,438578314.0,4.07,10.99,10.55,10.98,10.82,1.01,9.44,13.65,3.47,4722540790.0,4616369490.0,0.09,0.09,23.71,34.21
1374,1375,603968,醋化股份,21.48,-0.65,-0.14,17149.0,37072103.0,1.76,21.84,21.46,21.62,21.62,0.77,0.84,10.2,2.18,4392230400.0,4392230400.0,0.0,0.0,-0.51,-1.15
1375,1376,600101,明星电力,9.2,-0.65,-0.06,76461.0,70631700.0,2.27,9.34,9.13,9.25,9.26,0.48,1.81,24.4,1.45,3877180564.0,3877180564.0,-0.11,-0.11,0.22,8.24
1376,1377,603057,紫燕食品,30.6,-0.65,-0.2,17489.0,54302657.0,3.96,31.79,30.57,30.84,30.8,0.47,4.16,41.54,6.22,12607200000.0,1285200000.0,0.0,0.0,4.97,-2.76
1377,1378,601658,邮储银行,4.56,-0.65,-0.03,657771.0,301776985.0,1.31,4.62,4.56,4.57,4.59,0.5,0.58,4.28,0.62,421270892279.0,51411544066.0,0.0,-0.22,6.79,-1.3
1378,1379,600766,园城黄金,16.72,-0.65,-0.11,22413.0,37517392.0,2.79,17.02,16.55,16.86,16.83,0.42,1.0,2777.55,63.16,3749072464.0,3744144244.0,0.06,0.12,20.72,10.14
1379,1380,600817,宇通重工,13.66,-0.65,-0.09,176885.0,245438352.0,5.16,14.2,13.49,13.8,13.75,0.49,9.33,23.66,3.27,7460819305.0,2591119379.0,0.07,0.22,47.04,53.48
1380,1381,600935,华塑股份,4.55,-0.66,-0.03,91132.0,41570889.0,1.53,4.61,4.54,4.57,4.58,1.17,0.49,26.13,2.45,15958678245.0,8438890569.0,0.22,0.0,-9.0,1.11
1381,1382,600650,锦江在线,10.58,-0.66,-0.07,24609.0,26261801.0,2.16,10.79,10.56,10.67,10.65,0.84,0.63,8.46,1.51,5836034932.0,4132125594.0,-0.09,0.19,4.13,-2.49
1382,1383,600029,南方航空,7.54,-0.66,-0.05,380996.0,290053890.0,2.24,7.69,7.52,7.58,7.59,0.52,0.37,-5.83,2.44,136631537141.0,77057973066.0,0.13,0.13,7.25,-0.79
1383,1384,688383,新益昌,112.9,-0.66,-0.75,5618.0,64155076.0,3.18,116.29,112.68,113.25,113.65,0.61,1.85,41.49,8.31,11530883440.0,3421992791.0,0.01,0.18,-17.09,18.99
1384,1385,600180,瑞茂通,6.02,-0.66,-0.04,37165.0,22543640.0,1.65,6.12,6.02,6.06,6.06,0.79,0.35,12.47,0.84,6332452833.0,6332452833.0,0.0,-0.33,1.01,6.36
1385,1386,600020,中原高速,3.0,-0.66,-0.02,45560.0,13764988.0,1.32,3.04,3.0,3.02,3.02,0.78,0.2,12.51,0.63,6742115496.0,6742115496.0,-0.33,-0.33,6.38,1.35
1386,1387,605577,龙版传媒,10.49,-0.66,-0.07,20427.0,21586560.0,2.18,10.69,10.46,10.61,10.56,0.91,1.08,12.35,1.45,4662222228.0,1975943028.0,-0.1,0.0,5.32,5.53
1387,1388,600610,中毅达,14.85,-0.67,-0.1,66611.0,99161502.0,1.81,15.08,14.81,14.92,14.95,0.37,1.48,302.0,92.41,15908427884.0,6662827091.0,0.0,0.07,0.47,-6.43
