,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
616,617,603211,晋拓股份,13.58,0.3,0.04,21118.0,28674689.0,2.66,13.77,13.41,13.5,13.54,0.73,3.11,52.72,3.33,3691152640.0,922788160.0,-0.07,0.59,-12.84,8.12
617,618,603578,三星新材,13.59,0.3,0.04,16972.0,23242871.0,2.51,13.87,13.53,13.67,13.55,0.63,0.94,19.71,2.53,2451052065.0,2451052065.0,-0.51,0.0,5.02,9.24
618,619,600636,国新文化,10.26,0.29,0.03,80341.0,83001385.0,2.83,10.5,10.21,10.24,10.23,0.56,1.82,48.68,1.72,4519007099.0,4519007099.0,-0.1,0.2,7.43,8.46
619,620,600021,上海电力,10.26,0.29,0.03,315954.0,324645569.0,2.64,10.43,10.16,10.26,10.23,0.5,1.21,97.98,1.81,28899789798.0,26852104661.0,0.0,0.0,5.77,2.5
620,621,600894,广日股份,6.94,0.29,0.02,35965.0,24970284.0,1.01,6.97,6.9,6.9,6.92,1.02,0.42,10.43,0.69,5968031451.0,5968031451.0,0.0,0.14,4.2,7.6
621,622,603079,圣达生物,13.94,0.29,0.04,14884.0,20817248.0,1.15,14.06,13.9,13.92,13.9,0.53,0.87,38.91,1.78,2386374075.0,2386374075.0,0.0,0.0,-0.14,11.08
622,623,601139,深圳燃气,6.99,0.29,0.02,72540.0,50877482.0,1.15,7.05,6.97,6.98,6.97,0.66,0.25,17.04,1.54,20108605133.0,20108346153.0,-0.14,0.0,3.4,6.88
623,624,603839,安正时尚,7.06,0.28,0.02,20771.0,14707583.0,1.99,7.14,7.0,7.01,7.04,0.73,0.52,46.35,1.14,2824721673.0,2824721673.0,0.0,0.14,3.22,0.86
624,625,600828,茂业商业,3.56,0.28,0.01,50029.0,17850082.0,1.41,3.59,3.54,3.54,3.55,0.96,0.29,58.93,0.89,6165857864.0,6163642244.0,-0.28,-0.28,3.79,-9.18
625,626,605028,世茂能源,17.87,0.28,0.05,6938.0,12478044.0,1.63,18.1,17.81,17.82,17.82,0.88,1.73,14.84,2.6,2859200000.0,714800000.0,0.0,0.0,1.65,6.56
626,627,600284,浦东建设,7.2,0.28,0.02,58366.0,42203284.0,1.67,7.28,7.16,7.18,7.18,0.78,0.6,12.3,0.99,6985843200.0,6985843200.0,-0.14,-0.14,4.35,6.82
627,628,600737,中粮糖业,7.21,0.28,0.02,133781.0,96670574.0,1.25,7.27,7.18,7.18,7.19,0.77,0.63,15.27,1.45,15421095724.0,15421095724.0,0.0,0.0,1.98,3.89
628,629,601989,中国重工,3.61,0.28,0.01,574424.0,207726132.0,1.11,3.63,3.59,3.6,3.6,0.8,0.26,-49.3,0.98,82315347520.0,79722529848.0,0.0,0.28,0.56,3.44
629,630,600960,渤海汽车,3.72,0.27,0.01,72260.0,26964129.0,2.16,3.77,3.69,3.71,3.71,0.83,0.76,-50.68,0.77,3535917727.0,3535917727.0,0.27,0.27,0.81,9.09
630,631,600320,振华重工,3.78,0.27,0.01,398890.0,149794847.0,2.12,3.8,3.72,3.74,3.77,0.54,1.2,221.83,1.39,19914376234.0,12557151159.0,0.0,0.27,15.24,17.76
631,632,600387,海越能源,7.59,0.26,0.02,69778.0,53314022.0,2.38,7.73,7.55,7.57,7.57,0.73,1.73,37.85,1.14,3553216482.0,3066728054.0,-0.13,-0.26,-23.26,7.2
632,633,603201,常润股份,34.24,0.26,0.09,10051.0,34214074.0,2.11,34.45,33.73,34.0,34.15,0.66,5.06,15.91,2.19,2721851756.0,680462956.0,-0.17,0.03,-0.03,13.34
633,634,601113,华鼎股份,3.85,0.26,0.01,42502.0,16340711.0,1.56,3.88,3.82,3.83,3.84,0.91,0.38,8.63,1.06,4250986070.0,4250986070.0,0.26,0.0,-5.41,4.34
634,635,600362,江西铜业,19.47,0.26,0.05,214268.0,422687808.0,2.78,19.99,19.45,19.55,19.42,0.83,1.03,10.69,0.97,67419341515.0,40405066975.0,-0.15,0.0,12.94,11.7
635,636,601128,常熟银行,7.79,0.26,0.02,202947.0,157835649.0,1.8,7.85,7.71,7.74,7.77,0.5,0.77,7.78,0.95,21351267656.0,20591658306.0,0.0,0.13,9.26,3.18
636,637,605003,众望布艺,19.54,0.26,0.05,7440.0,14622557.0,1.85,19.78,19.42,19.5,19.49,0.51,2.71,20.1,1.92,2149400000.0,537350000.0,0.1,0.0,1.93,9.96
637,638,603823,百合花,19.62,0.26,0.05,34186.0,67405081.0,3.68,20.16,19.44,19.66,19.57,0.77,1.08,24.89,2.93,6238084824.0,6203413930.0,0.1,0.2,17.84,22.47
638,639,600051,宁波联合,7.86,0.26,0.02,50926.0,40118351.0,1.4,7.93,7.82,7.84,7.84,0.99,1.64,15.65,0.76,2443516800.0,2443516800.0,-0.38,0.13,7.82,4.24
639,640,601100,恒立液压,67.5,0.25,0.17,40572.0,277873186.0,3.82,69.68,67.11,67.28,67.33,0.58,0.31,38.81,7.52,90505416960.0,88111800000.0,0.01,0.15,6.47,6.89
640,641,605255,天普股份,15.92,0.25,0.04,9760.0,15639345.0,2.33,16.24,15.87,15.87,15.88,1.09,2.91,70.75,2.54,2134553600.0,533638400.0,0.25,0.25,-11.06,12.51
641,642,600083,博信股份,8.0,0.25,0.02,17570.0,14117975.0,1.88,8.12,7.97,7.98,7.98,0.81,0.77,26.76,24.82,1840000000.0,1823946608.0,-0.25,0.0,-3.03,10.19
642,643,600425,青松建化,4.05,0.25,0.01,194163.0,79209524.0,2.23,4.13,4.04,4.06,4.04,0.81,1.41,12.23,1.1,6499050013.0,5584099848.0,0.0,0.25,5.47,9.76
643,644,600794,保税科技,4.06,0.25,0.01,124105.0,50843293.0,2.47,4.15,4.05,4.08,4.05,1.05,1.02,28.2,2.14,4921337757.0,4921337757.0,-0.25,0.25,9.73,3.84
644,645,600523,贵航股份,16.29,0.25,0.04,53252.0,86390885.0,2.15,16.38,16.03,16.36,16.25,0.69,1.32,53.84,2.37,6586231403.0,6581886860.0,0.0,0.06,-19.71,-16.63
645,646,603300,华铁应急,8.18,0.25,0.02,156784.0,128237388.0,3.31,8.35,8.08,8.15,8.16,0.66,1.24,19.62,2.58,11350644949.0,10327841471.0,0.12,0.12,19.77,29.02
646,647,600079,人福医药,24.58,0.24,0.06,199755.0,490119006.0,3.06,24.86,24.11,24.41,24.52,0.75,1.37,13.53,2.68,40132147998.0,35822545766.0,-0.04,0.12,12.96,2.89
647,648,688251,井松智能,33.25,0.24,0.08,3339.0,11205090.0,2.29,33.87,33.11,33.11,33.17,0.95,2.25,62.99,2.73,1975996428.0,493997278.0,0.06,0.03,-6.05,11.84
648,649,600717,天津港,4.17,0.24,0.01,122552.0,51227997.0,1.2,4.2,4.15,4.15,4.16,0.93,0.42,12.08,0.67,12067984328.0,12067984328.0,0.0,0.0,0.72,1.71
649,650,600834,申通地铁,8.36,0.24,0.02,20440.0,17133874.0,1.92,8.48,8.32,8.32,8.34,0.86,0.43,52.76,2.47,3990912726.0,3990912726.0,0.12,0.12,-1.18,2.2
650,651,600782,新钢股份,4.21,0.24,0.01,280369.0,118504779.0,1.67,4.27,4.2,4.21,4.2,1.04,0.88,6.47,0.5,13424522550.0,13424522550.0,0.0,0.0,4.21,2.93
651,652,603026,胜华新材,93.22,0.24,0.22,17965.0,167146148.0,1.1,93.52,92.5,93.0,93.0,0.66,0.89,16.44,4.82,18893829600.0,18893829600.0,-0.01,0.09,-12.11,1.0
652,653,600617,国新能源,4.24,0.24,0.01,79701.0,33919710.0,1.42,4.29,4.23,4.24,4.23,0.79,0.82,-142.15,1.65,5842695094.0,4133636819.0,0.0,0.0,-4.29,4.69
653,654,600419,天润乳业,17.25,0.23,0.04,52962.0,92004234.0,3.54,17.65,17.04,17.15,17.21,0.64,1.74,26.91,2.44,5523281744.0,5246509427.0,0.0,0.0,14.54,10.01
654,655,603885,吉祥航空,17.4,0.23,0.04,200728.0,351655772.0,3.46,17.73,17.13,17.27,17.36,0.53,0.91,-9.72,3.87,38523691663.0,38523691663.0,0.35,0.23,16.15,7.54
655,656,605167,利柏特,8.71,0.23,0.02,21284.0,18658439.0,2.07,8.87,8.69,8.71,8.69,0.88,0.96,43.12,2.77,3911399700.0,1938108524.0,0.0,0.11,6.35,3.44
656,657,688026,洁特生物,26.16,0.23,0.06,12568.0,32974546.0,2.03,26.55,26.02,26.1,26.1,0.78,0.9,32.17,3.62,3671900266.0,3662400000.0,-0.08,0.0,-9.92,8.73
657,658,688616,西力科技,13.14,0.23,0.03,8127.0,10649803.0,2.21,13.25,12.96,13.1,13.11,0.67,1.49,32.95,2.66,1971000000.0,715558410.0,0.31,0.69,7.79,25.62
658,659,688096,京源环保,13.14,0.23,0.03,9160.0,12123883.0,1.68,13.34,13.12,13.22,13.11,1.46,1.14,32.74,1.79,1419060870.0,1054984320.0,-0.38,0.0,-1.5,8.86
659,660,603035,常熟汽饰,21.93,0.23,0.05,35874.0,78956008.0,2.33,22.31,21.8,21.88,21.88,0.87,0.94,16.91,1.86,8334078361.0,8334078361.0,-0.14,-0.23,-3.22,3.2
660,661,603387,基蛋生物,13.17,0.23,0.03,86793.0,114769913.0,2.28,13.4,13.1,13.12,13.14,1.52,1.71,10.54,2.72,6679211819.0,6679211819.0,0.0,-0.08,-3.87,5.36
661,662,603115,海星股份,17.59,0.23,0.04,21323.0,37785407.0,1.77,17.86,17.55,17.58,17.55,1.33,0.89,16.87,2.11,4207528000.0,4207528000.0,0.0,-0.11,2.39,12.11
662,663,603326,我乐家居,8.84,0.23,0.02,15537.0,13869081.0,3.17,9.06,8.78,8.82,8.82,0.67,0.49,22.29,2.85,2789132091.0,2789132091.0,-0.34,-0.23,12.9,10.78
663,664,601975,招商南油,4.43,0.23,0.01,1138737.0,508515372.0,4.07,4.56,4.38,4.4,4.42,0.78,2.35,16.91,3.09,21497832447.0,21497832447.0,0.0,-0.23,-13.65,12.44
664,665,601177,杭齿前进,8.88,0.23,0.02,27559.0,24549576.0,1.24,8.96,8.85,8.89,8.86,1.21,0.69,18.41,1.72,3552532800.0,3552532800.0,-0.22,-0.11,3.74,8.69
665,666,600248,陕西建工,4.45,0.23,0.01,135528.0,60545598.0,1.13,4.49,4.44,4.46,4.44,0.71,0.93,3.92,0.9,16415526173.0,6455450555.0,0.0,0.0,0.0,5.95
666,667,600433,冠豪高新,4.48,0.22,0.01,149805.0,67772563.0,2.24,4.57,4.47,4.5,4.47,1.07,1.04,24.66,1.61,8280057757.0,6448773601.0,-0.22,-0.22,15.46,10.07
667,668,688013,天臣医疗,22.45,0.22,0.05,3794.0,8531617.0,2.14,22.78,22.3,22.43,22.4,0.71,0.97,42.98,3.59,1821943220.0,882006620.0,-0.09,0.13,-2.73,15.78
668,669,600028,中国石化,4.52,0.22,0.01,739612.0,335240777.0,0.89,4.55,4.51,4.51,4.51,0.91,0.08,7.17,0.69,541931762560.0,429921929128.0,0.0,0.22,4.87,3.67
669,670,600962,国投中鲁,13.58,0.22,0.03,22692.0,31089730.0,2.73,13.84,13.47,13.49,13.55,0.77,0.87,150.6,5.2,3560811800.0,3560811800.0,0.15,0.07,17.98,3.03
670,671,603608,天创时尚,4.54,0.22,0.01,43865.0,20106162.0,3.75,4.64,4.47,4.48,4.53,1.13,1.05,-26.14,1.4,1905433183.0,1905433183.0,-0.44,-0.44,2.95,3.65
671,672,603566,普莱柯,31.92,0.22,0.07,55506.0,178897982.0,3.42,32.8,31.71,31.96,31.85,1.18,1.73,63.6,4.09,11265097010.0,10262152320.0,0.06,0.03,4.72,16.67
672,673,601515,东风股份,4.61,0.22,0.01,151693.0,70039780.0,1.09,4.64,4.59,4.61,4.6,0.33,0.82,22.32,1.54,8496029843.0,8496029843.0,0.0,-0.22,-2.74,7.21
673,674,600598,北大荒,13.92,0.22,0.03,166660.0,233091195.0,1.44,14.11,13.91,13.96,13.89,0.76,0.94,14.41,3.22,24745304333.0,24745304333.0,0.0,0.0,-4.4,1.16
674,675,605089,味知香,79.09,0.22,0.17,10921.0,86407030.0,2.74,80.28,78.12,78.92,78.92,0.82,4.12,53.72,6.7,7909000000.0,2095885000.0,-0.01,-0.24,31.47,8.22
675,676,603197,保隆科技,46.98,0.21,0.1,32665.0,151812957.0,3.24,47.35,45.83,46.87,46.88,0.76,1.57,64.02,4.08,9811383442.0,9758077820.0,0.02,0.0,2.67,-0.68
676,677,601002,晋亿实业,4.81,0.21,0.01,54502.0,26286217.0,1.25,4.85,4.79,4.8,4.8,1.04,0.64,31.96,1.08,4614103707.0,4101614465.0,-0.21,-0.21,-1.03,3.66
677,678,603357,设计总院,9.77,0.21,0.02,29222.0,28672956.0,1.23,9.87,9.75,9.75,9.75,0.94,0.64,10.24,1.51,4568221213.0,4440882159.0,-0.1,-0.1,0.72,7.6
678,679,605077,华康股份,29.36,0.2,0.06,11070.0,32741814.0,2.73,29.9,29.1,29.35,29.3,0.67,0.73,19.76,2.59,6707515136.0,4468237155.0,0.0,-0.2,-2.33,-3.23
679,680,688378,奥来德,58.9,0.2,0.12,24325.0,142581260.0,3.59,59.6,57.49,59.37,58.78,0.99,3.64,40.52,3.61,6046745622.0,3939914887.0,0.55,0.34,23.12,16.63
680,681,605598,上海港湾,29.51,0.2,0.06,16312.0,48406901.0,2.82,30.11,29.28,29.45,29.45,0.58,3.1,27.7,3.35,5097659711.0,1553508711.0,0.03,-0.07,4.02,18.51
681,682,600326,西藏天路,4.92,0.2,0.01,66609.0,32960198.0,2.44,5.0,4.88,4.89,4.91,0.7,0.73,-14.48,1.11,4530763666.0,4519309837.0,0.0,0.0,2.29,9.09
682,683,600352,浙江龙盛,10.01,0.2,0.02,118622.0,118818371.0,0.9,10.05,9.96,9.97,9.99,0.45,0.36,14.16,1.04,32565851919.0,32565851919.0,0.0,0.0,2.46,1.11
683,684,603020,爱普股份,10.32,0.19,0.02,24495.0,25418447.0,2.04,10.5,10.29,10.35,10.3,0.77,0.65,26.07,1.29,3955013828.0,3915857003.0,0.0,-0.1,-2.46,4.24
684,685,601158,重庆水务,5.25,0.19,0.01,44683.0,23511984.0,0.95,5.28,5.23,5.24,5.24,0.89,0.09,11.22,1.5,25200000000.0,25200000000.0,0.0,-0.19,0.38,2.34
685,686,600938,中国海油,15.85,0.19,0.03,220036.0,348444285.0,0.82,15.89,15.76,15.83,15.82,0.82,1.26,5.2,1.33,753933209146.0,27740435262.0,0.13,0.06,-0.25,4.28
686,687,600629,华建集团,5.31,0.19,0.01,518554.0,278034297.0,5.09,5.52,5.25,5.36,5.3,1.28,5.53,15.29,1.18,5155706417.0,4980038220.0,0.19,0.19,10.63,20.96
687,688,600458,时代新材,10.63,0.19,0.02,67476.0,72111531.0,2.92,10.87,10.56,10.67,10.61,0.82,0.84,30.81,1.7,8533744356.0,8533744356.0,-0.19,0.0,15.8,17.85
688,689,600990,四创电子,32.6,0.18,0.06,21369.0,69316489.0,2.43,32.85,32.06,32.6,32.54,0.93,1.03,-102.32,2.65,6892589540.0,6746010682.0,0.0,0.06,10.51,9.4
689,690,600820,隧道股份,5.44,0.18,0.01,133238.0,72689722.0,0.92,5.48,5.43,5.45,5.43,0.89,0.42,9.43,0.67,17103882751.0,17103882751.0,0.18,0.0,0.37,3.23
690,691,688301,奕瑞科技,416.0,0.18,0.75,2947.0,123148059.0,3.31,424.0,410.25,412.0,415.25,0.72,0.72,44.65,8.79,30239649856.0,17124798080.0,0.37,0.08,-10.19,-9.15
691,692,600367,红星发展,16.65,0.18,0.03,33623.0,56429610.0,2.59,17.0,16.57,17.0,16.62,0.62,1.15,16.61,2.65,4882389390.0,4882389390.0,-0.06,-0.12,-7.04,8.05
692,693,688496,清越科技,11.25,0.18,0.02,48836.0,54835649.0,2.49,11.36,11.08,11.27,11.23,0.46,6.22,123.52,4.06,5062500000.0,882641340.0,0.0,-0.18,22.82,23.9
693,694,600796,钱江生化,5.63,0.18,0.01,41758.0,23641631.0,1.78,5.72,5.62,5.63,5.62,1.24,1.39,28.15,1.66,4878877863.0,1696894071.0,0.0,0.0,1.99,5.63
694,695,603601,再升科技,5.71,0.18,0.01,68716.0,39213089.0,1.93,5.76,5.65,5.7,5.7,0.85,0.67,30.31,2.8,5825673534.0,5825673534.0,0.0,0.0,2.51,8.14
695,696,603408,建霖家居,11.72,0.17,0.02,13899.0,16349800.0,1.79,11.87,11.66,11.68,11.7,0.92,1.2,11.05,1.91,5264389600.0,1359738379.0,0.09,0.17,-0.59,7.92
696,697,601038,一拖股份,12.03,0.17,0.02,54818.0,66178001.0,1.83,12.18,11.96,12.04,12.01,0.42,0.92,11.17,2.31,13517452658.0,7144737300.0,-0.08,0.0,-1.72,6.46
697,698,603163,圣晖集成,30.67,0.16,0.05,11318.0,34812876.0,1.83,31.08,30.52,30.55,30.62,0.81,5.66,20.02,1.68,2453600000.0,613400000.0,0.03,0.13,-11.99,4.96
698,699,603860,中公高科,24.56,0.16,0.04,9929.0,24586598.0,2.69,25.16,24.5,24.56,24.52,1.12,1.49,336.73,2.37,1637660800.0,1637660800.0,-0.16,-0.04,-1.05,5.73
699,700,605166,聚合顺,12.43,0.16,0.02,18700.0,23505855.0,2.66,12.71,12.38,12.67,12.41,1.17,1.0,14.41,2.59,3922326649.0,2332008981.0,0.0,-0.08,-4.31,1.8
700,701,600984,建设机械,6.3,0.16,0.01,116818.0,73947884.0,2.07,6.39,6.26,6.29,6.29,0.55,1.0,-128.61,1.32,7919376728.0,7377006452.0,0.0,0.32,17.76,15.38
701,702,688776,国光电气,182.9,0.16,0.29,2624.0,47160632.0,3.65,183.98,177.31,183.98,182.61,0.91,1.1,82.24,8.3,14159519551.0,4361628737.0,1.84,1.34,-15.04,4.47
702,703,688569,铁科轨道,18.93,0.16,0.03,5954.0,11335162.0,1.53,19.18,18.89,18.93,18.9,1.0,0.45,15.66,1.62,3987920631.0,2492450631.0,-0.11,-0.26,-1.2,7.62
703,704,601069,西部黄金,12.97,0.15,0.02,52325.0,67704067.0,1.54,13.03,12.83,12.9,12.95,0.65,0.82,134.97,2.57,11969410297.0,8248920000.0,-0.15,-0.08,0.86,9.08
704,705,600721,百花医药,6.58,0.15,0.01,56968.0,37670849.0,3.2,6.71,6.5,6.56,6.57,1.07,1.51,169.5,3.47,2485079029.0,2485079029.0,-0.15,-0.15,-18.46,7.17
705,706,603610,麒盛科技,13.4,0.15,0.02,53982.0,72882161.0,2.91,13.72,13.33,13.57,13.38,0.92,2.59,21.61,1.46,4803755963.0,2789984078.0,-0.15,-0.15,-4.69,11.2
706,707,600647,同达创业,13.42,0.15,0.02,20993.0,28193424.0,2.84,13.63,13.25,13.4,13.4,0.82,1.51,369.63,6.04,1867306441.0,1867306441.0,0.0,0.15,-14.52,4.84
707,708,600793,宜宾纸业,13.44,0.15,0.02,23514.0,31942207.0,2.83,13.79,13.41,13.41,13.42,1.28,1.33,65.29,3.63,2377589787.0,2377589787.0,-0.07,-0.15,-3.24,1.9
708,709,603169,兰石重装,6.75,0.15,0.01,139774.0,94609559.0,1.63,6.81,6.7,6.74,6.74,0.66,1.07,45.65,2.84,8817469637.0,8817469637.0,-0.3,0.0,-1.75,6.47
709,710,603900,莱绅通灵,6.8,0.15,0.01,34065.0,23316538.0,2.5,6.92,6.75,6.78,6.79,0.75,1.0,435.24,1.04,2341402112.0,2315222112.0,-0.15,0.15,2.72,5.75
710,711,605009,豪悦护理,48.65,0.14,0.07,11499.0,56471778.0,2.94,49.78,48.35,48.59,48.58,0.92,2.23,21.59,2.66,7551791069.0,2513055692.0,0.06,0.02,9.13,-5.29
711,712,600165,宁科生物,6.95,0.14,0.01,72619.0,50358679.0,1.87,7.0,6.87,6.9,6.94,0.85,1.06,-166.65,6.39,4759942236.0,4759942236.0,-0.14,0.0,-21.29,2.81
712,713,600579,克劳斯,6.96,0.14,0.01,34010.0,23836907.0,2.16,7.09,6.94,7.01,6.95,0.84,0.68,-6.03,0.73,3464580531.0,3464580531.0,-0.29,0.0,1.16,10.13
713,714,600063,皖维高新,7.07,0.14,0.01,379491.0,270290748.0,2.41,7.21,7.04,7.09,7.06,0.54,1.97,8.85,1.99,15265893074.0,13616075472.0,-0.14,0.0,6.48,20.85
714,715,601330,绿色动力,7.1,0.14,0.01,38393.0,27337340.0,1.41,7.16,7.06,7.09,7.09,0.98,0.39,12.56,1.42,9893480566.0,7022526043.0,-0.14,-0.14,2.01,4.87
715,716,603722,阿科力,42.86,0.14,0.06,4529.0,19469071.0,2.03,43.5,42.63,42.85,42.8,0.46,0.52,27.09,5.11,3769001250.0,3769001250.0,0.09,0.09,-10.35,11.01
716,717,600278,东方创业,7.16,0.14,0.01,41971.0,30074600.0,1.54,7.22,7.11,7.18,7.15,1.02,0.62,13.94,0.91,6329248119.0,4861026102.0,0.0,0.14,0.7,4.37
717,718,603367,辰欣药业,14.49,0.14,0.02,27307.0,39724960.0,1.94,14.7,14.42,14.48,14.47,0.75,0.61,16.85,1.25,6568505370.0,6524441280.0,0.0,-0.14,6.31,15.0
718,719,603176,汇通集团,7.31,0.14,0.01,27970.0,20495487.0,1.78,7.4,7.27,7.3,7.3,0.72,1.86,46.28,3.42,3411284600.0,1096451272.0,0.14,0.0,1.11,5.48
719,720,600814,杭州解百,7.37,0.14,0.01,34972.0,25870753.0,1.77,7.47,7.34,7.36,7.36,0.69,0.49,17.4,1.67,5423826637.0,5269747206.0,0.14,0.27,9.67,-0.27
720,721,603979,金诚信,29.73,0.13,0.04,38296.0,114584115.0,2.63,30.28,29.5,30.0,29.69,0.75,0.64,30.37,3.12,17891296822.0,17891296822.0,-0.2,-0.23,19.54,16.09
721,722,600127,金健米业,7.76,0.13,0.01,66632.0,51779619.0,1.42,7.82,7.71,7.74,7.75,0.52,1.04,-88.11,7.4,4980237772.0,4980237772.0,-0.13,0.0,-2.88,0.91
722,723,605008,长鸿高科,15.6,0.13,0.02,12435.0,19486756.0,2.5,15.92,15.53,15.6,15.58,0.66,0.61,40.5,4.98,10021134458.0,3165088992.0,0.13,0.06,-5.4,-4.35
723,724,603767,中马传动,7.89,0.13,0.01,21492.0,17066970.0,2.16,8.03,7.86,7.89,7.88,0.76,0.7,39.19,1.66,2425741050.0,2425741050.0,0.13,0.0,-4.25,10.2
724,725,600883,博闻科技,7.96,0.13,0.01,19708.0,15783108.0,2.39,8.11,7.92,7.94,7.95,0.93,0.83,23.59,2.37,1879260480.0,1879260480.0,0.38,0.13,4.05,10.1
725,726,603815,交建股份,8.02,0.12,0.01,50693.0,40829435.0,1.87,8.14,7.99,8.03,8.01,0.82,0.82,30.06,2.34,4963772365.0,4963772365.0,-0.12,0.0,-13.86,6.23
726,727,603689,皖天然气,8.18,0.12,0.01,36045.0,29627868.0,1.35,8.28,8.17,8.19,8.17,0.8,0.77,13.68,1.45,3847911280.0,3847911280.0,0.0,0.0,0.62,4.07
727,728,600810,神马股份,8.21,0.12,0.01,50608.0,41689720.0,1.71,8.32,8.18,8.19,8.2,0.63,0.71,12.5,1.13,8572683926.0,5862196070.0,-0.12,-0.12,7.46,5.66
728,729,605081,太和水,16.46,0.12,0.02,10217.0,16881337.0,1.4,16.63,16.4,16.44,16.44,0.93,1.2,87.15,1.05,1864046805.0,1405835021.0,0.06,0.06,-3.63,3.33
729,730,603329,上海雅仕,16.53,0.12,0.02,16942.0,28095842.0,1.76,16.75,16.46,16.57,16.51,0.75,1.07,14.14,2.34,2624239903.0,2624239903.0,-0.12,0.06,-6.87,1.97
730,731,603637,镇海股份,8.31,0.12,0.01,22143.0,18495922.0,2.29,8.46,8.27,8.31,8.3,0.9,0.91,26.62,2.4,2024967280.0,2024967280.0,0.12,0.12,-4.15,8.91
731,732,600929,雪天盐业,8.37,0.12,0.01,97727.0,82094865.0,1.79,8.48,8.33,8.38,8.36,0.77,0.92,15.0,2.04,12341401701.0,8907764063.0,-0.12,0.12,-5.21,4.49
732,733,600679,上海凤凰,8.99,0.11,0.01,12916.0,11645565.0,1.67,9.11,8.96,8.98,8.98,0.74,0.44,52.71,1.86,4632495370.0,2649473610.0,-0.11,-0.11,-1.86,4.41
733,734,601311,骆驼股份,9.02,0.11,0.01,117796.0,106656976.0,1.22,9.11,9.0,9.05,9.01,0.95,1.0,26.5,1.23,10581777984.0,10581777984.0,-0.11,0.0,-1.42,10.54
734,735,688586,江航装备,18.08,0.11,0.02,32010.0,57870246.0,3.27,18.34,17.75,18.11,18.06,1.1,1.26,34.45,4.57,10219579952.0,4579854997.0,-0.22,-0.17,0.72,10.92
735,736,603789,星光农机,9.12,0.11,0.01,24997.0,22880734.0,2.09,9.25,9.06,9.11,9.11,0.5,0.96,-35.18,4.11,2371200000.0,2371200000.0,0.11,0.11,-6.56,6.05
736,737,600846,同济科技,9.3,0.11,0.01,55901.0,52465093.0,3.34,9.58,9.27,9.29,9.29,1.07,0.89,23.41,1.71,5810282099.0,5810282099.0,0.0,0.22,9.41,3.45
737,738,605599,菜百股份,9.65,0.1,0.01,19675.0,19034572.0,1.35,9.73,9.6,9.64,9.64,0.64,0.34,15.79,2.28,7505555770.0,5661440770.0,0.0,0.0,1.79,-5.21
738,739,605069,正和生态,9.81,0.1,0.01,9530.0,9388007.0,1.94,9.92,9.73,9.8,9.8,0.86,1.13,-43.71,1.17,2076755202.0,825622137.0,0.1,0.0,-5.03,5.48
739,740,600826,兰生股份,9.84,0.1,0.01,33001.0,32635017.0,1.73,9.97,9.8,9.83,9.83,0.57,0.79,-676.89,1.55,5242368781.0,4108027288.0,0.1,0.1,15.9,7.07
740,741,603991,至正股份,39.44,0.1,0.04,2118.0,8407472.0,3.4,40.39,39.05,39.99,39.4,0.64,0.28,-220.92,9.56,2939660321.0,2939660321.0,-0.15,-0.2,7.0,3.79
741,742,601098,中南传媒,10.0,0.1,0.01,98174.0,98082310.0,1.2,10.05,9.93,10.02,9.99,1.27,0.55,12.9,1.23,17960000000.0,17960000000.0,-0.1,-0.1,2.15,0.2
742,743,688309,*ST恒誉,21.72,0.09,0.02,3061.0,6629509.0,1.61,21.85,21.5,21.72,21.7,0.46,0.68,2737.09,2.49,1737833121.0,976523403.0,0.0,0.0,19.54,9.92
743,744,603577,汇金通,11.11,0.09,0.01,16430.0,18412919.0,2.52,11.39,11.11,11.2,11.1,0.77,0.57,64.36,2.14,3767835401.0,3202660091.0,0.0,-0.18,3.25,7.86
744,745,605169,洪通燃气,11.34,0.09,0.01,14526.0,16552636.0,1.5,11.49,11.32,11.33,11.33,0.87,2.05,16.71,1.86,3207859200.0,801964800.0,0.0,-0.09,-3.24,2.35
745,746,600071,凤凰光学,23.3,0.09,0.02,39922.0,92538272.0,2.06,23.43,22.95,23.28,23.28,0.79,1.42,-510.86,12.84,6560671614.0,6560671614.0,-0.04,0.0,15.06,10.53
746,747,600421,华嵘控股,11.78,0.08,0.01,12995.0,15304176.0,3.23,12.0,11.62,11.74,11.77,0.78,0.66,-336.49,103.15,2304168000.0,2304168000.0,0.17,0.17,-5.61,9.18
747,748,600054,黄山旅游,11.8,0.08,0.01,53042.0,62698306.0,2.46,11.98,11.69,11.81,11.79,0.76,1.03,-105.75,2.07,8606677392.0,6056940000.0,0.43,0.08,1.2,-7.38
748,749,688401,路维光电,47.63,0.08,0.04,16075.0,76010654.0,3.38,47.99,46.38,47.52,47.59,1.31,5.4,55.95,4.85,6350679368.0,1417230793.0,0.0,-0.15,-15.02,9.27
749,750,601952,苏垦农发,12.24,0.08,0.01,59008.0,72394221.0,1.06,12.35,12.22,12.25,12.23,0.45,0.43,20.22,2.71,16866720000.0,16866720000.0,0.0,0.08,-5.63,3.38
